jour,mois,lum,agg,int,atm,col,catr,circ,vosp,prof,plan,surf,infra,situ,vma,place,sexe,an_nais,trajet,locp,senc,catv,obs,obsm,manv,nb_v,nb_u,hr,has_ceinture,has_gants,has_casque,has_airbag,has_gilet,has_de,choc_avant,choc_arriere,choc_gauche,choc_droit,target
31,12,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,feminin,1969,personnelle,chaussee,decroissant,vl,aucun,pieton,1,1,2,11,0,0,0,0,0,0,1,0,0,0,1
17,5,nocturne,oui,aucun,normale,sans_collision,route_principale,simple,sans,plat,courbe,normale,aucun,particuliere,50,conducteur,masculin,1985,personnelle,sans,croissant,2rm,aucun,aucun,1,1,1,2,0,1,1,0,0,0,1,0,0,0,1
30,3,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,30,conducteur,masculin,2000,personnelle,sans,decroissant,vl,aucun,vehicule,17,2,2,14,0,0,0,0,0,0,1,0,0,1,0
13,6,nocturne,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1985,professionnelle,sans,croissant,vl,aucun,pieton,1,1,2,1,1,0,0,0,0,0,1,0,0,1,0
9,1,jour,non,aucun,pluvieuses,autres,route_principale,complexe,sans,plat,rectiligne,humide,aucun,normale,130,conducteur,masculin,1946,autre,sans,croissant,vl,structurel,aucun,1,1,1,8,1,0,0,0,0,0,1,0,1,0,1
5,6,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1993,professionnelle,sans,croissant,vl,aucun,vehicule,10,2,2,20,1,0,0,0,0,0,0,0,1,0,1
18,8,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1992,autre,sans,croissant,vl,aucun,vehicule,11,2,2,9,1,0,0,0,0,0,0,0,1,0,0
16,2,jour,oui,aucun,difficiles,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,feminin,1953,personnelle,sans,croissant,vl,aucun,aucun,1,1,2,16,0,0,0,0,0,0,1,0,0,1,1
23,12,nocturne,non,aucun,pluvieuses,sans_collision,route_principale,complexe,sans,plat,courbe,humide,aucun,particuliere,110,conducteur,masculin,2000,personnelle,sans,inconnu,vl,naturel,aucun,1,1,6,0,1,0,0,0,0,0,0,0,0,0,0
12,1,crepuscule_aube,non,aucun,difficiles,deux_vl,route_secondaire,simple,sans,incline,courbe,normale,aucun,normale,80,conducteur,masculin,1953,personnelle,sans,croissant,vl,structurel,vehicule,1,2,2,8,1,0,0,0,0,0,1,0,0,1,1
14,12,jour,oui,complexe,normale,autres,route_secondaire,simple,sans,plat,rectiligne,humide,aucun,particuliere,50,pieton,feminin,2010,domicile,autre,inconnu,vl,aucun,vehicule,1,2,4,12,0,0,0,0,0,0,0,0,1,0,1
15,10,jour,oui,aucun,normale,deux_vl,route_urbaine,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1981,personnelle,sans,croissant,2rm,aucun,vehicule,1,2,2,17,0,1,1,0,0,0,0,0,1,0,1
12,7,jour,oui,aucun,pluvieuses,deux_vl,route_secondaire,simple,sans,plat,rectiligne,humide,routiers,normale,70,passager_avant,masculin,1986,personnelle,sans,croissant,vl,aucun,vehicule,21,2,3,8,1,0,0,0,0,0,1,0,0,0,0
30,6,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1963,personnelle,sans,decroissant,vl,aucun,vehicule,9,2,2,13,1,0,0,0,0,0,1,0,0,0,0
26,11,nocturne,non,aucun,normale,autres,route_principale,complexe,sans,plat,rectiligne,humide,aucun,normale,110,conducteur,masculin,1986,domicile,sans,croissant,vl,aucun,autre,1,3,4,7,1,0,0,0,0,0,1,0,0,0,0
27,9,nocturne,oui,simple,normale,autres,route_secondaire,complexe,avec,plat,courbe,normale,routiers,normale,50,conducteur,masculin,1982,autre,sans,croissant,vl,aucun,pieton,21,1,2,7,1,0,0,0,0,0,1,0,1,0,0
1,8,jour,non,complexe,normale,sans_collision,route_secondaire,simple,sans,incline,courbe,humide,aucun,particuliere,80,passager,feminin,2004,personnelle,sans,croissant,vl,aucun,aucun,1,1,5,18,1,0,0,0,0,0,0,0,0,0,0
14,11,jour,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,humide,routiers,particuliere,50,conducteur,feminin,1951,personnelle,sans,inconnu,vl,structurel,aucun,0,1,1,10,1,0,0,0,0,0,1,0,0,1,1
28,3,jour,oui,aucun,normale,deux_vl,route_secondaire,complexe,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,2001,personnelle,sans,croissant,2rm,aucun,vehicule,2,2,2,14,0,0,1,0,0,0,0,0,0,1,0
7,10,nocturne,non,aucun,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,50,conducteur,masculin,2003,domicile,sans,croissant,cycle_edp,aucun,vehicule,2,2,2,6,0,0,1,0,0,0,0,0,0,0,1
2,4,jour,oui,simple,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,masculin,2010,personnelle,chaussee,inconnu,vl,aucun,pieton,1,1,2,14,0,0,0,0,0,0,1,0,0,0,0
31,7,crepuscule_aube,non,aucun,normale,autres,route_secondaire,simple,sans,incline,courbe,normale,aucun,particuliere,80,passager_avant,masculin,2005,personnelle,sans,inconnu,vl,naturel,aucun,19,1,4,7,1,0,0,0,0,0,1,0,0,0,0
7,9,nocturne,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,passager,masculin,1985,personnelle,sans,decroissant,pl,aucun,vehicule,1,2,11,21,1,0,0,0,0,0,1,0,0,0,0
25,6,nocturne,non,aucun,normale,deux_vl,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,90,conducteur,masculin,1962,personnelle,sans,decroissant,2rm,aucun,vehicule,0,2,2,23,0,0,1,0,0,0,1,0,0,0,1
12,7,jour,non,aucun,difficiles,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,80,passager_avant,feminin,2003,personnelle,sans,decroissant,2rm,aucun,vehicule,5,2,4,18,0,0,1,0,0,0,1,0,0,0,1
28,9,nocturne,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,passager,feminin,1994,personnelle,sans,croissant,vl,aucun,vehicule,1,3,4,21,1,0,0,0,0,0,1,0,0,0,1
20,5,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1968,personnelle,sans,inconnu,vl,aucun,vehicule,23,3,4,18,1,0,0,0,0,0,1,0,0,0,0
22,9,nocturne,oui,simple,normale,deux_vl,route_urbaine,simple,sans,plat,rectiligne,humide,aucun,normale,50,conducteur,feminin,1983,personnelle,sans,croissant,vl,aucun,vehicule,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0
5,7,jour,non,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,autre,aucun,normale,80,conducteur,masculin,1965,personnelle,sans,decroissant,2rm,structurel,aucun,1,1,1,18,0,1,1,0,0,0,0,0,0,0,1
1,7,jour,oui,simple,normale,deux_vl,route_urbaine,simple,sans,plat,courbe,normale,aucun,normale,70,conducteur,masculin,1993,domicile,sans,decroissant,2rm,aucun,vehicule,1,2,2,18,0,1,1,1,0,0,1,0,0,0,1
7,2,jour,oui,aucun,normale,deux_vl,route_secondaire,complexe,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1961,personnelle,sans,croissant,2rm,aucun,vehicule,1,2,2,15,0,1,1,0,0,0,1,0,0,0,0
22,9,jour,non,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,feminin,1969,domicile,sans,inconnu,2rm,aucun,vehicule,1,2,2,13,0,1,1,0,0,0,1,0,1,0,1
6,9,jour,non,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,normale,50,conducteur,masculin,1946,personnelle,sans,inconnu,vl,aucun,vehicule,19,2,3,11,1,0,0,0,0,0,1,0,0,0,0
30,5,jour,oui,simple,normale,deux_vl,route_urbaine,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1964,personnelle,sans,croissant,2rm,aucun,vehicule,1,2,2,18,0,1,1,0,0,0,1,0,0,1,1
15,10,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1974,professionnelle,sans,croissant,vl,aucun,vehicule,13,2,2,13,1,0,0,0,0,0,1,0,0,0,1
12,11,jour,oui,aucun,normale,autres,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,feminin,2011,autre,chaussee,decroissant,vl,aucun,pieton,1,1,3,15,0,0,0,0,0,0,1,0,0,0,0
5,8,jour,oui,complexe,normale,deux_vl,route_secondaire,simple,sans,incline,courbe,normale,routiers,normale,50,conducteur,masculin,2000,personnelle,sans,decroissant,2rm,structurel,vehicule,9,2,3,11,0,1,1,0,0,0,0,0,0,0,1
22,12,nocturne,oui,aucun,pluvieuses,deux_vl,route_secondaire,complexe,sans,incline,rectiligne,humide,aucun,normale,30,conducteur,masculin,1959,personnelle,sans,croissant,2rm,aucun,vehicule,17,2,2,0,0,1,1,0,0,0,1,0,1,0,0
31,12,jour,non,simple,normale,deux_vl,route_principale,simple,sans,incline,rectiligne,humide,routiers,normale,80,conducteur,masculin,1927,personnelle,sans,decroissant,vl,aucun,vehicule,15,2,2,16,1,0,0,0,0,0,0,0,0,1,0
18,6,nocturne,non,aucun,pluvieuses,sans_collision,route_principale,simple,sans,incline,courbe,humide,aucun,normale,70,conducteur,masculin,1998,personnelle,sans,croissant,vl,structurel,aucun,14,1,2,18,0,0,0,0,0,0,1,1,1,1,1
4,12,crepuscule_aube,oui,complexe,normale,deux_vl,route_principale,simple,sans,plat,rectiligne,normale,zones,normale,50,passager_avant,masculin,2003,personnelle,sans,inconnu,vl,aucun,vehicule,1,2,4,7,1,0,0,0,0,0,1,0,0,1,1
1,2,crepuscule_aube,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,zones,normale,50,pieton,feminin,1957,autre,sans,inconnu,vl,aucun,pieton,1,1,3,19,0,0,0,0,0,0,1,0,1,0,1
9,12,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,70,conducteur,masculin,1999,domicile,sans,decroissant,vl,aucun,vehicule,1,2,3,15,1,0,0,0,0,0,1,0,0,0,0
12,10,crepuscule_aube,non,aucun,normale,sans_collision,route_principale,simple,sans,plat,rectiligne,normale,aucun,particuliere,110,passager_avant,feminin,1999,personnelle,sans,decroissant,vl,structurel,aucun,1,1,2,7,1,0,0,0,0,0,1,0,0,1,1
13,3,nocturne,non,aucun,normale,autres,route_principale,simple,sans,plat,rectiligne,normale,aucun,particuliere,80,pieton,masculin,1974,domicile,autre,decroissant,vl,aucun,pieton,1,1,2,21,0,0,0,0,0,0,1,0,0,1,1
17,12,nocturne,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,passager_avant,masculin,1995,personnelle,sans,inconnu,vl,aucun,vehicule,26,3,4,17,1,0,0,0,0,0,1,0,0,0,0
7,6,jour,non,simple,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,routiers,normale,50,pieton,masculin,1978,professionnelle,chaussee,decroissant,vl,aucun,pieton,1,1,3,11,0,0,0,0,1,0,1,0,0,1,1
13,10,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1992,personnelle,sans,decroissant,cycle_edp,aucun,vehicule,1,2,2,13,0,0,1,0,0,0,1,0,0,0,0
10,2,crepuscule_aube,oui,aucun,difficiles,autres,route_secondaire,simple,sans,incline,rectiligne,autre,aucun,normale,50,conducteur,masculin,1999,personnelle,sans,inconnu,vl,structurel,pieton,4,3,4,8,0,0,0,0,0,0,0,1,0,0,1
14,3,nocturne,oui,aucun,pluvieuses,autres,route_secondaire,simple,sans,plat,courbe,humide,aucun,particuliere,50,passager,masculin,1997,personnelle,sans,inconnu,vl,naturel,aucun,13,1,3,23,0,0,0,0,0,0,1,0,0,0,1
1,8,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,70,conducteur,masculin,1991,personnelle,sans,decroissant,vl,aucun,vehicule,1,2,4,19,1,0,0,0,0,0,1,0,0,0,1
2,2,nocturne,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,60,conducteur,masculin,1993,personnelle,sans,decroissant,2rm,aucun,vehicule,10,2,2,20,0,0,1,0,0,0,1,0,1,0,1
6,12,jour,oui,simple,normale,sans_collision,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,pieton,feminin,1997,personnelle,chaussee,croissant,vl,aucun,pieton,15,1,2,11,0,0,0,0,0,0,1,0,0,0,0
25,8,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,80,conducteur,masculin,1973,personnelle,sans,croissant,vl,aucun,vehicule,1,2,4,14,1,0,0,0,0,0,1,0,1,0,1
15,12,nocturne,non,aucun,normale,autres,route_principale,simple,sans,plat,rectiligne,normale,aucun,particuliere,70,passager_avant,masculin,1999,personnelle,sans,decroissant,vl,naturel,aucun,0,1,3,4,0,0,0,0,0,0,1,1,1,1,1
24,11,nocturne,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,2000,domicile,sans,inconnu,vl,aucun,aucun,10,2,2,19,1,0,0,0,0,0,1,0,1,0,0
6,6,jour,non,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,2002,personnelle,sans,inconnu,2rm,aucun,vehicule,1,2,2,16,0,1,1,0,0,0,1,0,0,0,1
13,10,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,passager,masculin,1989,personnelle,sans,croissant,vl,aucun,vehicule,1,2,4,19,1,0,0,0,0,0,1,0,0,0,1
6,6,jour,non,aucun,normale,autres,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,particuliere,80,passager_avant,feminin,1919,personnelle,sans,croissant,vl,naturel,aucun,1,1,2,15,1,0,0,0,0,0,1,0,0,0,1
17,7,jour,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,50,passager_avant,masculin,1988,personnelle,sans,decroissant,vl,structurel,aucun,13,2,4,16,1,0,0,0,0,0,1,0,1,0,0
16,7,jour,non,aucun,normale,autres,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,particuliere,50,conducteur,masculin,1998,personnelle,sans,croissant,vl,structurel,aucun,1,1,2,18,0,0,1,0,0,0,1,0,0,1,1
4,1,jour,oui,simple,pluvieuses,autres,route_secondaire,simple,sans,incline,courbe,humide,aucun,normale,50,conducteur,feminin,1997,personnelle,sans,croissant,vl,structurel,aucun,14,1,2,12,1,0,0,0,0,0,1,0,0,0,0
13,11,nocturne,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,70,conducteur,masculin,2005,personnelle,sans,decroissant,2rm,aucun,vehicule,1,2,2,18,0,0,1,0,0,0,1,0,1,0,1
2,12,jour,oui,aucun,normale,autres,route_secondaire,simple,avec,incline,rectiligne,normale,aucun,particuliere,30,conducteur,feminin,1998,domicile,sans,croissant,cycle_edp,aucun,vehicule,1,2,3,9,0,0,1,0,0,0,0,0,0,0,0
6,10,jour,non,aucun,difficiles,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,80,conducteur,feminin,1993,domicile,sans,inconnu,vl,aucun,vehicule,1,2,2,8,1,0,0,1,0,0,1,0,1,0,1
5,9,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1979,professionnelle,sans,inconnu,2rm,aucun,vehicule,2,2,2,13,0,1,1,0,0,0,0,1,0,0,0
24,8,jour,non,aucun,pluvieuses,autres,route_principale,simple,sans,plat,courbe,humide,aucun,normale,70,conducteur,feminin,1969,personnelle,sans,decroissant,vl,aucun,vehicule,13,3,6,13,1,0,0,0,0,0,1,0,1,0,1
8,9,nocturne,non,aucun,pluvieuses,sans_collision,route_secondaire,simple,sans,incline,courbe,humide,aucun,particuliere,80,conducteur,feminin,1971,personnelle,sans,croissant,vl,naturel,aucun,1,1,2,3,0,0,0,0,0,0,1,0,0,0,1
23,7,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,particuliere,80,passager_avant,feminin,1985,domicile,sans,croissant,vl,structurel,aucun,5,1,4,14,1,0,0,0,0,0,1,1,1,1,0
31,3,nocturne,non,aucun,normale,sans_collision,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,particuliere,80,passager_avant,masculin,1996,personnelle,sans,croissant,vl,structurel,aucun,0,1,2,23,0,0,0,0,0,0,0,0,0,0,1
8,3,crepuscule_aube,oui,simple,difficiles,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1962,domicile,sans,decroissant,2rm,aucun,vehicule,1,2,2,7,0,0,1,0,0,0,1,0,0,0,0
29,1,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,normale,50,conducteur,feminin,1978,personnelle,sans,croissant,vl,aucun,vehicule,1,2,3,15,0,0,0,0,0,0,1,0,1,0,0
24,12,nocturne,non,aucun,normale,autres,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,130,conducteur,masculin,1978,personnelle,sans,decroissant,vl,structurel,aucun,2,2,8,20,1,0,0,0,0,0,1,0,0,0,0
20,8,crepuscule_aube,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1974,professionnelle,sans,inconnu,vl,aucun,vehicule,15,2,4,22,1,0,0,0,0,0,1,0,1,0,0
21,1,jour,oui,simple,pluvieuses,deux_vl,route_secondaire,simple,avec,plat,rectiligne,humide,aucun,normale,50,conducteur,masculin,1964,professionnelle,sans,decroissant,vl,aucun,vehicule,15,2,2,16,1,0,0,0,0,0,1,0,1,0,0
18,12,nocturne,oui,simple,normale,deux_vl,route_secondaire,complexe,avec,plat,rectiligne,normale,routiers,normale,50,conducteur,masculin,1994,personnelle,sans,inconnu,vl,aucun,vehicule,1,2,2,6,1,0,0,0,0,0,0,0,0,0,0
21,5,jour,non,aucun,normale,deux_vl,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,130,conducteur,masculin,1994,professionnelle,sans,croissant,vl,aucun,vehicule,2,2,3,12,1,0,0,0,0,0,1,0,0,0,1
14,6,jour,oui,simple,normale,autres,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,30,pieton,masculin,1992,domicile,chaussee,decroissant,2rm,aucun,pieton,1,1,3,13,0,0,0,0,0,0,1,0,0,0,0
28,3,jour,non,aucun,normale,deux_vl,route_urbaine,complexe,sans,plat,rectiligne,normale,aucun,normale,70,conducteur,masculin,1977,domicile,sans,decroissant,2rm,aucun,vehicule,1,2,2,8,0,1,1,0,0,0,1,0,0,0,0
26,8,jour,non,aucun,normale,deux_vl,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,70,conducteur,masculin,1976,personnelle,sans,inconnu,2rm,aucun,vehicule,3,2,2,17,0,0,1,0,0,0,1,0,0,0,1
16,11,nocturne,oui,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,50,conducteur,masculin,1991,autre,sans,decroissant,2rm,structurel,aucun,0,1,1,3,0,1,1,0,0,0,1,0,0,0,1
27,6,jour,non,aucun,difficiles,deux_vl,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,80,conducteur,masculin,1966,personnelle,sans,decroissant,2rm,aucun,vehicule,13,2,2,17,0,1,1,0,0,0,1,0,0,0,1
17,6,jour,non,complexe,normale,deux_vl,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1992,personnelle,sans,croissant,vl,aucun,vehicule,2,2,4,7,1,0,0,0,0,0,0,1,1,0,0
28,12,nocturne,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1991,professionnelle,sans,inconnu,2rm,aucun,vehicule,1,2,2,22,0,0,1,0,0,0,1,0,0,0,1
17,10,nocturne,oui,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,passager,masculin,2003,personnelle,sans,croissant,vl,structurel,vehicule,1,2,5,22,1,0,0,0,0,0,0,1,0,1,0
23,10,nocturne,oui,aucun,pluvieuses,autres,route_secondaire,simple,sans,plat,courbe,humide,zones,particuliere,50,conducteur,masculin,1960,personnelle,sans,decroissant,2rm,aucun,aucun,0,1,1,21,0,1,1,1,0,0,1,0,1,0,1
7,9,nocturne,non,aucun,normale,sans_collision,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,50,conducteur,masculin,1996,personnelle,sans,decroissant,2rm,naturel,aucun,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
20,8,jour,oui,aucun,normale,autres,route_secondaire,simple,avec,incline,rectiligne,normale,aucun,particuliere,30,pieton,feminin,1991,personnelle,chaussee,decroissant,cycle_edp,aucun,pieton,1,1,2,17,0,0,0,0,0,0,1,0,0,0,0
27,5,jour,non,simple,normale,deux_vl,route_principale,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1973,professionnelle,sans,decroissant,vl,aucun,vehicule,15,2,2,17,1,0,0,1,0,0,1,0,0,1,0
30,9,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,masculin,1954,personnelle,sans,decroissant,vl,aucun,vehicule,1,2,5,14,1,0,0,0,0,0,1,0,0,0,1
27,9,jour,non,aucun,normale,autres,route_secondaire,simple,sans,plat,courbe,normale,aucun,normale,80,conducteur,masculin,1932,personnelle,sans,croissant,cycle_edp,aucun,autre,1,1,1,9,0,1,1,0,0,0,1,0,0,1,1
12,6,jour,non,aucun,normale,deux_vl,route_principale,complexe,sans,incline,rectiligne,normale,aucun,particuliere,90,conducteur,feminin,1991,personnelle,sans,decroissant,vl,aucun,autre,1,2,2,17,1,0,0,0,0,0,1,0,0,0,0
15,5,nocturne,oui,aucun,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,80,conducteur,masculin,1982,personnelle,sans,croissant,vl,structurel,aucun,1,1,1,22,0,0,0,0,0,0,1,0,0,0,1
16,6,jour,non,aucun,difficiles,autres,route_principale,complexe,sans,plat,rectiligne,normale,aucun,normale,110,conducteur,masculin,2001,personnelle,sans,croissant,vl,aucun,vehicule,2,4,4,8,1,0,0,0,0,0,0,1,0,0,0
9,8,jour,non,simple,normale,deux_vl,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,80,conducteur,masculin,2013,personnelle,sans,inconnu,cycle_edp,aucun,vehicule,15,2,3,18,0,0,0,0,0,0,1,0,0,0,1
13,4,jour,oui,simple,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,passager_avant,feminin,2009,personnelle,sans,croissant,vl,aucun,vehicule,1,2,3,16,1,0,0,0,0,0,1,0,0,0,0
24,8,jour,non,aucun,normale,deux_vl,route_secondaire,simple,sans,plat,rectiligne,normale,routiers,normale,80,passager_avant,feminin,1964,personnelle,sans,croissant,vl,structurel,vehicule,1,2,3,14,1,0,0,0,0,0,1,0,1,0,1
22,4,jour,non,aucun,normale,sans_collision,route_secondaire,simple,sans,incline,courbe,autre,routiers,normale,80,conducteur,feminin,1957,personnelle,sans,croissant,2rm,aucun,aucun,1,1,1,10,0,1,1,0,0,0,0,0,1,0,1
6,9,jour,oui,simple,normale,autres,route_secondaire,simple,sans,incline,rectiligne,normale,aucun,normale,50,pieton,masculin,1965,personnelle,chaussee,inconnu,vl,aucun,pieton,1,1,2,18,0,0,0,0,0,0,1,0,1,0,1
27,4,jour,oui,simple,normale,autres,route_secondaire,simple,sans,plat,rectiligne,normale,aucun,normale,50,conducteur,feminin,1993,personnelle,sans,croissant,vl,aucun,vehicule,1,3,3,12,1,0,0,0,0,0,0,1,1,0,0
